나이,성별,측정항목,평균,표준편차,샘플수
75,F,flexibility,-0.022792570230496453,0.9516714586341636,283
75,F,strength,-0.04424815734982332,0.8649335087970587,283
75,M,endurance,0.06955048478285714,0.9266110377642677,352
75,M,flexibility,-0.12343210161253562,0.9142094439191913,352
75,M,strength,-0.11141824738352271,0.7805953785018125,352
76,F,endurance,-0.03992604111203319,0.8948469272805892,245
76,F,flexibility,-0.11784003328163266,0.9391335968379637,245
76,F,strength,-0.15579722015510206,0.674062853378544,245
76,M,endurance,-0.292176864352,1.0056029350926308,252
76,M,flexibility,-0.2572606597250996,1.020748858875527,252
76,M,strength,-0.28764792434126984,0.776950646044445,252
77,F,endurance,-0.18766218725806452,1.0328348413324986,221
77,F,flexibility,-0.13173380668055557,1.0802121374282443,221
77,F,strength,-0.29239907212217203,0.8061618462459781,221
77,M,endurance,-0.3038942851844262,1.118644923598763,250
77,M,flexibility,-0.26199969487200003,1.0713091176099865,250
77,M,strength,-0.4120770336879999,0.8281566176363412,250
78,F,endurance,-0.2939716905523809,0.9428902601628182,211
78,F,flexibility,-0.17372483565714286,1.0167074719650637,211
78,F,strength,-0.35084805690047394,0.8232119461249924,211
78,M,endurance,-0.35856685139712924,1.0452586478970074,210
78,M,flexibility,-0.2622177727523809,0.9646338706700488,210
78,M,strength,-0.39459981605714284,0.7358788072312059,210
79,F,endurance,-0.4141285022587413,1.1219562534493963,148
79,F,flexibility,-0.18547523328275864,0.9595711602261542,148
79,F,strength,-0.331973435695946,0.8760801089143812,148
79,M,endurance,-0.31934598345751636,0.9039351504278422,156
79,M,flexibility,-0.33309998069934643,0.9780079109827046,156
79,M,strength,-0.5097412361410257,0.7174670974436823,156
80,F,endurance,-0.49929853603478264,1.2015056932102484,119
80,F,flexibility,-0.41963497672268907,0.9950256786806334,119
80,F,strength,-0.5935024310420167,0.8074997762302024,119
80,M,endurance,-0.5094636297652173,1.1885077465488447,117
80,M,flexibility,-0.38714966101724135,1.0485607186095118,117
80,M,strength,-0.7378281351965812,0.886821358691349,117
81,F,endurance,-0.5782272026160001,1.1123260440954497,131
81,F,flexibility,-0.35747453581395344,1.1008368419920207,131
81,F,strength,-0.5115965694503817,0.7202326082104695,131
81,M,endurance,-0.5166218301830986,1.038020320610371,144
81,M,flexibility,-0.34350168641666673,1.2912991228211774,144
81,M,strength,-0.6237654813611111,0.9026757132642331,144
82,F,endurance,-0.8167237107094016,1.4348188838035272,118
82,F,flexibility,-0.4256819831016949,1.1611602720095848,118
82,F,strength,-0.6206193621271187,0.9786345707677483,118
82,M,endurance,-0.7481553461666667,1.3228601648744835,124
82,M,flexibility,-0.4363225459016393,1.0730537480857194,124
82,M,strength,-0.756222915483871,1.0299886575340307,124
83,F,endurance,-0.9358993053457946,1.225053087284437,111
83,F,flexibility,-0.6055630824954127,1.129194949485919,111
83,F,strength,-0.8657498573063064,0.7704847598173226,111
83,M,endurance,-0.7206232406847827,1.3354596093732851,94
83,M,flexibility,-0.6361242900215054,1.02134563111691,94
83,M,strength,-0.6857986423085105,0.9777505529568796,94
84,F,endurance,-0.88939607742029,1.164063423558718,74
84,F,flexibility,-0.4898319493835617,1.2099422135809321,74
84,F,strength,-0.8066619451891892,0.7594678689285472,74
84,M,endurance,-0.9159144059574469,1.327134890707811,47
84,M,flexibility,-0.3064502568043479,1.0562284118187109,47
84,M,strength,-0.9741722949787235,0.7832390999751606,47
85,F,endurance,-0.909796628,1.2658931859173717,53
85,F,flexibility,-0.5946671618679245,1.0903885357137395,53
85,F,strength,-1.1753361945283018,0.6728071130120442,53
85,M,endurance,-1.0451960776341462,1.6379567633213772,41
85,M,flexibility,-0.5239408645121951,1.319013773589373,41
85,M,strength,-0.9798598087804878,0.5511579607790276,41
86,F,endurance,-1.4170268979782612,1.3394787502793877,47
86,F,flexibility,-0.5738235560425531,1.0133934144424954,47
86,F,strength,-1.0717610831063829,0.7718397466529336,47
86,M,endurance,-1.4201270851428573,1.268234315276822,28
86,M,flexibility,-0.9878353171111113,0.9694107089370128,28
86,M,strength,-1.2846643730357141,0.8876096284898214,28
87,F,endurance,-1.3659924895625002,1.3834937740134805,36
87,F,flexibility,-0.979864232264706,1.285860413027701,36
87,F,strength,-1.1739397684444448,1.0471211488188075,36
87,M,endurance,-1.4573564788709679,1.5334267939300537,32
87,M,flexibility,-0.9822932255,1.2094651598557686,32
87,M,strength,-1.6117196656875001,0.9995429368611393,32
88,F,endurance,-1.3633626358846156,1.2684494970918705,29
88,F,flexibility,-1.0101103009285715,0.8998877771245719,29
88,F,strength,-1.2217149016551725,0.7461248862304832,29
88,M,endurance,-1.0606196006666666,1.414422077789843,12
88,M,flexibility,-0.7907332858333332,1.445031103719395,12
88,M,strength,-1.4216281540833335,1.083313174352445,12
89,F,endurance,-1.958164128,1.433934759126338,16
89,F,flexibility,-0.8171762219375,1.2080183196258911,16
89,F,strength,-1.2306873573125001,0.6748728635998715,16
89,M,endurance,-2.2135017218333335,1.7291947649598618,12
89,M,flexibility,-1.0382332739166666,0.7518309824183094,12
89,M,strength,-1.5788009331666666,0.9598837046588244,12
90,F,endurance,-1.2391464494117648,1.2119465459021188,18
90,F,flexibility,-0.8990270434999998,1.1782996711738394,18
90,F,strength,-1.3334397411666667,0.8558437890675005,18
91,F,endurance,-1.9568134872000003,1.5174197036010955,11
91,F,flexibility,-1.3588015137272726,1.4134358135788543,11
91,F,strength,-1.521738981909091,0.8669145212170156,11
92,F,endurance,-1.7582692683999999,1.544013595893867,11
92,F,flexibility,-1.250711433818182,1.225956605563035,11
92,F,strength,-1.8655267006363638,0.5971840945016554,11
