나이,성별,측정항목,평균,표준편차,최소값,최대값,샘플수
57,M,vo2max,117.24137931034483,17.903820766237487,80.0,155.0,29
58,F,grip_right,21.792380952380952,3.8185200324334083,13.8,29.4,105
58,F,shuttle_run,28.395000000000003,1.9074576631847178,24.8,31.7,20
58,F,sit_up,15.036144578313253,10.141012821804976,0.0,40.0,83
58,F,vo2max,108.61363636363636,19.951354688622153,62.0,150.0,44
58,M,grip_right,21.935714285714283,4.576030107679773,13.3,30.3,98
58,M,shuttle_run,36.01875,2.844695355686908,30.9,39.8,16
58,M,sit_up,30.846153846153847,9.4094878467673,9.0,55.0,65
58,M,vo2max,112.13513513513513,15.901017022264407,75.0,152.0,37
59,F,grip_right,21.701098901098902,4.592711484406437,14.1,34.6,91
59,F,shuttle_run,28.13571428571429,2.143184956610548,24.1,31.5,14
59,F,sit_up,15.9375,10.298520467014852,0.0,42.0,64
59,F,vo2max,109.93333333333334,17.74519523766894,82.0,143.0,30
59,M,grip_right,22.92098765432099,4.620571286361209,12.9,30.0,81
59,M,shuttle_run,35.409090909090914,2.6866351925798666,28.6,40.0,22
59,M,sit_up,31.23728813559322,8.435023420548497,11.0,48.0,59
59,M,vo2max,112.71428571428571,18.642558127708053,72.0,145.0,28
60,F,grip_right,21.920454545454547,4.18074840934945,14.3,30.4,88
60,F,shuttle_run,28.707692307692312,1.578217105080676,26.0,31.2,13
60,F,sit_up,12.876923076923077,9.294668653836746,0.0,33.0,65
60,F,vo2max,111.92857142857143,14.182422747280466,80.0,140.0,42
60,M,grip_right,23.279032258064518,4.260830755927566,13.3,32.2,124
60,M,shuttle_run,34.58536585365854,3.4284516166638372,28.0,43.6,41
60,M,sit_up,28.125,10.54838476036173,2.0,56.0,96
60,M,vo2max,106.9090909090909,17.592041252606357,64.0,153.0,44
61,F,grip_right,21.345,4.08999705982377,13.2,29.7,80
61,F,shuttle_run,28.577777777777776,2.368805992491863,25.0,35.5,18
61,F,sit_up,15.210526315789474,12.566589550563465,0.0,45.0,57
61,F,vo2max,111.34482758620689,21.036152320077395,73.0,154.0,29
61,M,grip_right,21.82405063291139,4.308792893900988,14.0,29.4,79
61,M,shuttle_run,33.136842105263156,3.014448636947613,30.0,42.5,19
61,M,sit_up,25.25,9.367739612870624,0.0,42.0,56
